time,active_energy_import_diff,active_energy_export_diff,reactive_energy_import_diff,reactive_energy_export_diff,apparent_energy_import_diff,apparent_energy_export_diff
2024-10-12T11:59:15.516Z,1713,0,879,0,1994,0
2024-10-12T12:19:15.838Z,4286,0,2103,0,5043,0
2024-10-12T12:29:10.2379999Z,2560,0,1262,0,2993,0
2024-10-12T12:38:52.129Z,2379,0,1178,0,2785,0
2024-10-12T12:48:54.3050002Z,1896,0,936,0,2240,0
2024-10-12T12:59:13.2139999Z,2426,0,1215,0,2858,0
2024-10-12T13:08:51.201Z,2542,0,1300,0,2998,0
2024-10-12T13:39:03.573Z,6658,0,3423,0,7884,0
2024-10-12T13:49:12.635Z,2525,0,1324,0,2989,0
2024-10-12T13:58:48.58Z,2250,0,1179,0,2663,0
2024-10-12T14:09:09.597Z,1886,0,995,0,2258,0
2024-10-12T14:18:58.06Z,2517,0,1363,0,3014,0
2024-10-12T14:38:58.4530002Z,4740,0,2553,0,5644,0
2024-10-12T14:49:00.595Z,1940,0,1027,0,2337,0
2024-10-12T14:58:56.569Z,2509,0,1260,0,2944,0
2024-10-12T15:09:10.072Z,2517,0,1264,0,2954,0
2024-10-12T15:18:57.944Z,2127,0,1061,0,2497,0
2024-10-12T15:29:15.0299999Z,1974,0,996,0,2351,0
2024-10-12T15:39:01.02Z,2513,0,1307,0,2970,0
2024-10-12T15:58:59.062Z,4601,0,2378,0,5435,0
2024-10-12T16:08:55.5220001Z,2042,0,1056,0,2440,0
2024-10-12T16:19:08.446Z,2504,0,1329,0,2972,0
2024-10-12T16:28:58.009Z,2537,0,1330,0,3003,0
2024-10-12T16:38:51.403Z,2018,0,1056,0,2396,0
2024-10-12T16:58:51.4890002Z,4614,0,2453,0,5508,0
2024-10-12T17:09:14.362Z,2529,0,1326,0,2989,0
2024-10-12T17:18:52.935Z,1963,0,1017,0,2332,0
2024-10-12T17:39:11.923Z,4675,0,2479,0,5571,0
2024-10-12T17:49:08.783Z,2532,0,1351,0,3011,0
2024-10-12T17:59:12.912Z,1904,0,1005,0,2274,0
2024-10-12T18:18:57.309Z,4776,0,2566,0,5712,0
2024-10-12T18:29:15.2660001Z,2505,0,1349,0,2975,0
2024-10-12T18:38:57.332Z,1887,0,1014,0,2268,0
2024-10-12T18:48:52.308Z,2269,0,1254,0,2741,0
2024-10-12T18:58:52.288Z,2523,0,1397,0,3026,0
2024-10-12T19:08:48.259Z,2443,0,1340,0,2917,0
2024-10-12T19:19:00.306Z,1879,0,1028,0,2269,0
2024-10-12T19:29:12.232Z,2338,0,1297,0,2825,0
2024-10-12T19:39:03.708Z,2511,0,1407,0,3018,0
2024-10-12T19:48:54.2149998Z,2324,0,1169,0,2727,0
2024-10-12T20:05:00.287Z,3559,0,1806,0,4204,0
2024-10-12T20:08:55.324Z,627,0,312,0,762,0
2024-10-12T20:19:02.723Z,2487,0,1268,0,2931,0
2024-10-12T20:28:53.668Z,2275,0,1143,0,2672,0
2024-10-12T20:38:59.141Z,1857,0,924,0,2201,0
2024-10-12T20:49:02.714Z,2433,0,1243,0,2884,0
2024-10-12T20:58:56.697Z,2481,0,1287,0,2934,0
2024-10-12T21:08:52.212Z,2205,0,1136,0,2606,0
2024-10-12T21:19:09.658Z,1852,0,939,0,2212,0
2024-10-12T21:29:04.169Z,2464,0,1288,0,2926,0
2024-10-12T21:39:04.576Z,2484,0,1274,0,2925,0
2024-10-12T21:48:54.612Z,2146,0,1083,0,2535,0
2024-10-12T21:59:08.611Z,1910,0,966,0,2282,0
2024-10-12T22:08:58.136Z,2470,0,1273,0,2918,0
2024-10-12T22:28:51.425Z,4537,0,2316,0,5355,0
2024-10-12T22:39:02.063Z,1978,0,1005,0,2357,0
2024-10-12T22:49:11.08Z,2466,0,1292,0,2921,0
2024-10-12T23:08:49.492Z,4488,0,2288,0,5301,0
2024-10-12T23:19:10.3780001Z,2045,0,1034,0,2433,0
2024-10-12T23:28:55.8699999Z,2470,0,1261,0,2909,0
2024-10-12T23:49:08.921Z,4431,0,2233,0,5213,0
2024-10-12T23:59:13.9019999Z,2107,0,1060,0,2498,0
2024-10-13T00:09:04.8020001Z,2487,0,1264,0,2926,0
2024-10-13T00:28:55.476Z,4426,0,2170,0,5178,0
2024-10-13T00:48:53.4690002Z,4698,0,2274,0,5496,0
2024-10-13T01:09:06.848Z,4415,0,2054,0,5116,0
2024-10-13T01:19:07.812Z,2260,0,1027,0,2625,0
2024-10-13T01:29:00.826Z,2570,0,1143,0,2947,0
2024-10-13T01:48:52.7860001Z,4407,0,2128,0,5145,0
2024-10-13T01:58:59.744Z,2313,0,1149,0,2728,0
2024-10-13T02:09:07.7349998Z,2578,0,1252,0,3003,0
2024-10-13T02:28:59.794Z,4362,0,2065,0,5073,0
2024-10-13T02:39:08.675Z,2363,0,1113,0,2756,0
2024-10-13T02:49:01.248Z,2527,0,1177,0,2922,0
2024-10-13T02:59:10.698Z,2354,0,1072,0,2706,0
2024-10-13T03:09:10.069Z,1887,0,871,0,2201,0
2024-10-13T03:19:07.63Z,2437,0,1208,0,2862,0
2024-10-13T03:29:05.004Z,2563,0,1268,0,3001,0
2024-10-13T03:39:01.5899999Z,2350,0,1144,0,2735,0
2024-10-13T03:49:02.052Z,1906,0,919,0,2239,0
2024-10-13T03:53:33.8619999Z,1588,0,780,0,1853,0
2024-10-13T03:59:02.515Z,919,0,439,0,1082,0
2024-10-13T04:08:54.951Z,2570,0,1244,0,2993,0
2024-10-13T04:19:11.529Z,2311,0,1101,0,2679,0
2024-10-13T04:28:56.509Z,1914,0,907,0,2242,0
2024-10-13T04:39:02.9700001Z,2572,0,1228,0,2998,0
2024-10-13T04:49:11.552Z,2619,0,1237,0,3034,0
2024-10-13T04:59:02.583Z,2287,0,1066,0,2643,0
2024-10-13T05:08:54.3629998Z,1973,0,932,0,2320,0
2024-10-13T05:29:05.9179999Z,5182,0,2519,0,6034,0
2024-10-13T05:49:08.931Z,4217,0,2015,0,4932,0
2024-10-13T05:59:04.393Z,2549,0,1256,0,2977,0
2024-10-13T06:09:13.853Z,2553,0,1235,0,2972,0
2024-10-13T06:29:07.8059999Z,4192,0,1965,0,4886,0
2024-10-13T06:38:48.8410002Z,2519,0,1220,0,2934,0
2024-10-13T06:49:08.252Z,2522,0,1210,0,2933,0
2024-10-13T06:59:02.743Z,2012,0,972,0,2351,0
2024-10-13T07:09:09.5460001Z,2062,0,1003,0,2427,0
